relationship_id,source_id,source,relationship,target_id,target,evidence,connection_type,connection_group,period,evidence_summary,basis,follow_up,source_url
,200104,Thomas Potter,based at,PL-GUARDIAN,Manchester Guardian offices,On the record,based at,Places and buildings,,,Building column: Manchester Guardian HQ,,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
,200104,Thomas Potter,member of,COL-009,The Little Circle,On the record,member of,Membership and founding,,,"Named in the Notes column as one of the Little Circle: Member of the Little Circle; early supporter and financier of the Manchester Guardian . The brother of Richard Potter, Thomas was the first mayor of Manchester, serving from 1838 to 1840. In partnership with his brother, Thomas was connected to transatlantic slavery through his extensive involvement in the Manchester cotton and textile industry. His wife's family, the Bayleys, also had links to slavery.",,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
,200100,John Edward Taylor,based at,PL-GUARDIAN,Manchester Guardian offices,On the record,based at,Places and buildings,,,Building column: Manchester Guardian HQ,,https://www.theguardian.com/news/ng-interactive/2023/mar/28/the-cotton-thread-guardian-founders-slavery-john-edward-taylor
,200100,John Edward Taylor,member of,COL-009,The Little Circle,On the record,member of,Membership and founding,,,"Named in the Notes column as one of the Little Circle: Founded the Manchester Guardian in 1821, two years after Peterloo and with money put up by the Little Circle of Manchester reformers, and edited it himself until his death in 1844. Cotton merchant; co-founded Shuttleworth, Taylor & Co., which imported cotton produced by enslaved people from the Sea Islands region of the U.S.",,https://www.theguardian.com/news/ng-interactive/2023/mar/28/the-cotton-thread-guardian-founders-slavery-john-edward-taylor
,200095,Mary Ellen Caminada,married to,200070,Jerome Caminada,On the record,married to,Family and household,,,"Relationships column for Mary Ellen Caminada: Wife of Jerome Caminada, Manchester detective; raised family during his public career",,https://manchesterarchiveplus.wordpress.com/2014/03/12/investigating-jerome-caminada-manchesters-sherlock-holmes/
,200102,John Shuttleworth,based at,PL-GUARDIAN,Manchester Guardian offices,On the record,based at,Places and buildings,,,Building column: Manchester Guardian HQ,,https://pure.manchester.ac.uk/ws/portalfiles/portal/86863970/FULL_TEXT.PDF
REL-001,200069,Rosa Leo Grindon,Spouse / intellectual partner,VM-ADD-011,Leo H. Grindon,On the record,married to,Family and household,19th century,Household and intellectual connection; Rosa's work links natural history to women's literary organisation.,"Relationships column for Rosa Leo Grindon: wife of Leo H. Grindon / Relationships column for Leo H. Grindon: Husband of Rosa Leo Grindon / Relationships sheet, row REL-001","Add shared addresses, events and correspondence.",https://gaskellsociety.co.uk/event/rosa-grindon/
,200109,John Potter,based at,PL-GUARDIAN,Manchester Guardian offices,On the record,based at,Places and buildings,,,Building column: Manchester Guardian HQ,,https://pure.manchester.ac.uk/ws/portalfiles/portal/86863970/FULL_TEXT.PDF
,200109,John Potter,member of,COL-009,The Little Circle,On the record,member of,Membership and founding,,,Named in the Notes column as one of the Little Circle: Host of the Little Circle meetings; father to Thomas and Richard Potter; supported the founding of the Manchester Guardian .,,https://pure.manchester.ac.uk/ws/portalfiles/portal/86863970/FULL_TEXT.PDF
,200105,Richard Potter,based at,PL-GUARDIAN,Manchester Guardian offices,On the record,based at,Places and buildings,,,Building column: Manchester Guardian HQ,,https://archiveshub.jisc.ac.uk/data/gb97-collmisc0146
,200105,Richard Potter,member of,COL-009,The Little Circle,On the record,member of,Membership and founding,,,"Named in the Notes column as one of the Little Circle: Member of the Little Circle; early supporter and financier of the Manchester Guardian . Nicknamed 'Radical Dick', Richard was the son of farmer and draper, John Potter. Richard Potter was connected to transatlantic slavery as a manufacturer of, and dealer in, cotton goods, and owner of a Manchester textile warehouse.",,https://archiveshub.jisc.ac.uk/data/gb97-collmisc0146
,200103,Absalom Watkin,based at,PL-GUARDIAN,Manchester Guardian offices,On the record,based at,Places and buildings,,,Building column: Manchester Guardian HQ,,https://watkinsociety.org.uk/absalom-watkin.html
,200103,Absalom Watkin,member of,COL-009,The Little Circle,On the record,member of,Membership and founding,,,Named in the Notes column as one of the Little Circle: Member of the Little Circle; supported parliamentary reform; financial backer of the Manchester Guardian .,,https://watkinsociety.org.uk/absalom-watkin.html
,200094,Margaret Elizabeth Bright,sibling of,200032,Jacob Bright,On the record,sibling of,Family and household,,,Relationships column for Margaret Elizabeth Bright: Second wife of John Bright; sister to Jacob Bright and active in women's education,,https://en.wikipedia.org/wiki/John_Bright
,200094,Margaret Elizabeth Bright,married to,200012,John Bright,On the record,married to,Family and household,,,Relationships column for Margaret Elizabeth Bright: Second wife of John Bright; sister to Jacob Bright and active in women's education,,https://en.wikipedia.org/wiki/John_Bright
,200096,Mary Louisa Whitworth,married to,200023,Joseph Whitworth,On the record,married to,Family and household,,,Relationships column for Mary Louisa Whitworth: Second wife of Joseph Whitworth; inherited and continued charitable work after his death,,https://archiveshub.jisc.ac.uk/data/gb133-wag
,200107,Joseph Brotherton,based at,PL-GUARDIAN,Manchester Guardian offices,On the record,based at,Places and buildings,,,Building column: Manchester Guardian HQ,,https://en.wikipedia.org/wiki/Joseph_Brotherton
,200107,Joseph Brotherton,member of,COL-009,The Little Circle,On the record,member of,Membership and founding,,,Named in the Notes column as one of the Little Circle: Member of the Little Circle; supported social reforms; financial backer of the Manchester Guardian .,,https://en.wikipedia.org/wiki/Joseph_Brotherton
,200099,Ursula Mellor Bright,married to,200032,Jacob Bright,On the record,married to,Family and household,,,Relationships column for Ursula Mellor Bright: Wife of Jacob Bright; active campaigner for women's legal and voting rights / Relationships column for Jacob Bright: Husband of Ursula Mellor Bright,,https://en.wikipedia.org/wiki/Ursula_Mellor_Bright
,200092,Catherine Buck Clarkson,married to,200006,Thomas Clarkson,On the record,married to,Family and household,,,"Relationships column for Catherine Buck Clarkson: Wife of Thomas Clarkson; supported his abolitionist work, managed home life during campaigns",,https://oac.cdlib.org/findaid/ark:/13030/tf8m3nb315/
,200087,Martha Brotherton,married to,200107,Joseph Brotherton,On the record,married to,Family and household,,,Relationships column for Martha Brotherton: Wife of Joseph Brotherton; author of the first known vegetarian cookbook; active in reform circles,,https://en.wikipedia.org/wiki/Martha_Brotherton
,200093,Jenny von Westphalen Marx,married to,200034,Karl Marx,On the record,married to,Family and household,,,Relationships column for Jenny von Westphalen Marx: Wife of Karl Marx; born aristocrat who endured poverty and exile for the socialist cause,,https://en.wikipedia.org/wiki/Jenny_von_Westphalen
,VM-ADD-010,Thomas Fairbairn,based at,PL-ARTTREASURES,"Art Treasures Exhibition, Old Trafford",On the record,based at,Places and buildings,,,"Building column: Art Treasures Exhibition, Old Trafford",,https://oro.open.ac.uk/65922/7/317573_Redacted2.pdf
REL-005,NH-001,Richard Buxton,Introduced to network by,NH-002,John Horsefield,On the record,introduced to the network by,Science and collecting,1826 onward,Their chance Kersal Moor meeting connected Buxton to organised artisan botany.,"Relationships column for Richard Buxton: John Horsefield; John Nowell; artisan botanical societies / Relationships column for John Horsefield: Richard Buxton; Prestwich Botanical Society; regional societies / Relationships sheet, row REL-005",Look for Buxton's notebook and later collaboration evidence.,https://historicengland.org.uk/listing/the-list/list-entry/1406283
REL-006,NH-001,Richard Buxton,Collector / publication collaborator,NH-012,John Nowell,On the record,worked with,Science and collecting,1840s,The herbarium guide records a fasciculus of British mosses under both names.,"Relationships column for Richard Buxton: John Horsefield; John Nowell; artisan botanical societies / Relationships column for John Nowell: Richard Buxton / Relationships sheet, row REL-006",Determine division of labour and circulation.,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-001,Richard Buxton,part of,COL-001,Artisan botanists,On the record,part of,Membership and founding,,,Relationships column for Richard Buxton: artisan botanical societies,,https://journals.sagepub.com/doi/10.1177/007327539403200302
REL-004,NH-002,John Horsefield,Founder / president,ORG-NH-003,Prestwich Botanical Society,On the record,founded,Membership and founding,1820-1854,Founded the society and presided for more than thirty years.,"Relationships column for John Horsefield: Prestwich Botanical Society / Connected people column for Prestwich Botanical Society: John Horsefield / Relationships sheet, row REL-004",Add succession and named officers.,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-002,John Horsefield,part of,COL-001,Artisan botanists,On the record,part of,Membership and founding,,,Relationships column for John Horsefield: regional societies,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-003,Edward Hobson,named alongside,NH-002,John Horsefield,On the record,named alongside,Named together,,,Relationships column for Edward Hobson: John Horsefield; Manchester artisan botanists,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-003,Edward Hobson,part of,COL-001,Artisan botanists,On the record,part of,Membership and founding,,,Relationships column for Edward Hobson: Manchester artisan botanists,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-004,Joseph Sidebotham,named alongside,VM-ADD-011,Leo H. Grindon,On the record,named alongside,Named together,,,Relationships column for Joseph Sidebotham: Leo H. Grindon; Manchester Field-Naturalists' Society,,https://www.euppublishing.com/doi/10.3366/anh.2015.0305
REL-003,NH-004,Joseph Sidebotham,Co-founder / society colleague,ORG-NH-005,Manchester Field-Naturalists' Society,On the record,founded,Membership and founding,1860,Sidebotham is identified as Grindon's co-founder in Manchester natural-history accounts.,"Relationships column for Joseph Sidebotham: Manchester Field-Naturalists' Society / Connected people column for Manchester Field-Naturalists' Society: Joseph Sidebotham / Relationships sheet, row REL-003",Check society records and the variant spelling Sidebottom.,https://www.euppublishing.com/doi/10.3366/anh.2015.0305
REL-009,NH-005,John Leigh Philips,Collection became foundation for,ORG-NH-001,Manchester Society for the Promotion of Natural History,On the record,collection held at,Science and collecting,1821,The society formed to display Philips's and other private collections.,"Relationships column for John Leigh Philips: Manchester Society for the Promotion of Natural History / Connected people column for Manchester Society for the Promotion of Natural History: John Leigh Philips / Relationships sheet, row REL-009","Identify purchasers and subscribers, and legal ownership.",https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,NH-006,Robert Cribb,named alongside,GH-CURTIS,John Curtis,On the record,named alongside,Named together,,,Relationships column for Robert Cribb: R. Wood; John Curtis,,https://www.museum.manchester.ac.uk/collections/entomology
REL-007,NH-007,R. Wood,Passed specimens / disputed credit,NH-006,Robert Cribb,Not yet confirmed,specimens passed to,Science and collecting,1829-1830,The Manchester moth moved through a collector network and was named for Wood rather than Cribb.,"Relationships column for R. Wood: Robert Cribb; John Curtis / Relationships sheet, row REL-007",Preserve the competing accounts and locate primary descriptions.,https://www.museum.manchester.ac.uk/collections/entomology
REL-008,NH-007,R. Wood,Sent specimen for identification,GH-CURTIS,John Curtis,Not yet confirmed,specimens passed to,Science and collecting,c.1829-1830,"Curtis described and named the moth, apparently on the basis of a specimen attributed to Wood.","Relationships column for R. Wood: Robert Cribb; John Curtis / Relationships sheet, row REL-008",Add Curtis's published description as a primary source.,https://www.museum.manchester.ac.uk/collections/entomology
,NH-008,Benjamin Carrington,named alongside,GH-PEARSON,William Henry Pearson,On the record,named alongside,Named together,,,Relationships column for Benjamin Carrington: Manchester herbarium network; William Henry Pearson,,https://archiveshub.jisc.ac.uk/data/gb2875-bal
,NH-008,Benjamin Carrington,part of,COL-004,Private collections and museum institutions,On the record,part of,Membership and founding,,,Relationships column for Benjamin Carrington: Manchester herbarium network,,https://archiveshub.jisc.ac.uk/data/gb2875-bal
,NH-009,Charles Bailey,part of,COL-004,Private collections and museum institutions,On the record,part of,Membership and founding,,,Relationships column for Charles Bailey: Manchester Museum herbarium network,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-010,Cosmo Melvill,part of,COL-004,Private collections and museum institutions,On the record,part of,Membership and founding,,,Relationships column for Cosmo Melvill: Manchester Museum herbarium network,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-011,Samuel Gibson,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for Samuel Gibson: Lancashire artisan botanists,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-013,George Crozier,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for George Crozier: Manchester artisan naturalists,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-013,George Crozier,based at · worked at,PL-NH-019,Shudehill workshop,On the record,based at,Places and buildings,,,Building column: Workshop on Shudehill / Connected people column for Shudehill workshop: George Crozier,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-014,John Crowther,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for John Crowther: Early Lancashire botanical societies,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-015,Thomas Henry Sidebotham,related to,NH-004,Joseph Sidebotham,Not yet confirmed,related to,Family and household,,,Relationships column for Thomas Henry Sidebotham: Joseph Sidebotham; Sidebotham family network,,https://www.euppublishing.com/doi/10.3366/anh.2015.0305
,NH-015,Thomas Henry Sidebotham,part of,COL-008,Sidebotham family network,Not yet confirmed,part of,Membership and founding,,,Relationships column for Thomas Henry Sidebotham: Sidebotham family network,,https://www.euppublishing.com/doi/10.3366/anh.2015.0305
,NH-016,John Crowe,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for John Crowe: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-017,John Warburton,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for John Warburton: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-018,George Hulme,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for George Hulme: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-019,Edwin Clough,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for Edwin Clough: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-020,Henry Newton,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for Henry Newton: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-021,Tom Bleackley,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for Tom Bleackley: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-022,John Shaw,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for John Shaw: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-023,John Darbyshire,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for John Darbyshire: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-024,William Bentley,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for William Bentley: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-025,James Devonport,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for James Devonport: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,NH-026,John Turner,part of,COL-001,Artisan botanists,Not yet confirmed,part of,Membership and founding,,,Relationships column for John Turner: Regional botanical gatherings,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,VM-ADD-011,Leo H. Grindon,member of,ORG-REL-001,Manchester Literary and Philosophical Society,On the record,member of,Membership and founding,,,Connected people column for Manchester Literary and Philosophical Society: Leo H. Grindon,,https://www.manlitphil.ac.uk/
,COL-004,Private collections and museum institutions,part of,ORG-REL-001,Manchester Literary and Philosophical Society,On the record,part of,Membership and founding,,,Connected people column for Manchester Literary and Philosophical Society: natural-history collectors,,https://www.manlitphil.ac.uk/
,NH-002,John Horsefield,member of,ORG-REL-002,Manchester Mechanics' Institute,On the record,member of,Membership and founding,,,Connected people column for Manchester Mechanics' Institute: John Horsefield,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,VM-ADD-011,Leo H. Grindon,member of,ORG-REL-002,Manchester Mechanics' Institute,On the record,member of,Membership and founding,,,Connected people column for Manchester Mechanics' Institute: Leo H. Grindon,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,ORG-NH-001,Manchester Society for the Promotion of Natural History,met at,PL-NH-013,Peter Street Natural History Museum,On the record,met at,Places and buildings,,,Key places column for Manchester Society for the Promotion of Natural History: Peter Street,,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,COL-004,Private collections and museum institutions,part of,ORG-NH-002,Manchester Natural History Society,Not yet confirmed,part of,Membership and founding,,,"Connected people column for Manchester Natural History Society: Collectors, donors and museum officers",,https://archiveshub.jisc.ac.uk/data/gb133-mma
,ORG-NH-002,Manchester Natural History Society,met at · collection held at,PL-NH-013,Peter Street Natural History Museum,On the record,met at,Places and buildings,,,Key places column for Manchester Natural History Society: Peter Street / Connected organisations column for Peter Street Natural History Museum: Manchester Natural History Society,,https://archiveshub.jisc.ac.uk/data/gb133-mma
REL-010,ORG-NH-002,Manchester Natural History Society,Collections transferred to,ORG-NH-007,Owens College / Manchester Museum natural-history structures,On the record,collection held at,Science and collecting,19th century,Society collections became part of the university museum.,"Key places column for Manchester Natural History Society: Owens College / Relationships sheet, row REL-010","Separate transfer, building and public opening dates.",https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,NH-001,Richard Buxton,member of,ORG-NH-003,Prestwich Botanical Society,On the record,member of,Membership and founding,,,Connected people column for Prestwich Botanical Society: Richard Buxton,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,ORG-NH-003,Prestwich Botanical Society,met at · collected at,PL-NH-006,Prestwich,On the record,met at,Places and buildings,,,Key places column for Prestwich Botanical Society: Prestwich / Connected organisations column for Prestwich: Prestwich Botanical Society,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,ORG-NH-003,Prestwich Botanical Society,met at · collected at,PL-NH-004,Besses o' th' Barn / Whitefield,On the record,met at,Places and buildings,,,Key places column for Prestwich Botanical Society: Whitefield / Connected organisations column for Besses o' th' Barn / Whitefield: Prestwich Botanical Society,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-002,John Horsefield,member of,ORG-NH-004,United Lancashire botanical societies,Not yet confirmed,member of,Membership and founding,,,Connected people column for United Lancashire botanical societies: John Horsefield,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,COL-001,Artisan botanists,part of,ORG-NH-004,United Lancashire botanical societies,Not yet confirmed,part of,Membership and founding,,,Connected people column for United Lancashire botanical societies: artisan botanists,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,ORG-NH-004,United Lancashire botanical societies,met at,PL-NH-006,Prestwich,Not yet confirmed,met at,Places and buildings,,,Key places column for United Lancashire botanical societies: Prestwich / Key places column for United Lancashire botanical societies: Middleton and others,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
REL-002,VM-ADD-011,Leo H. Grindon,Co-founder,ORG-NH-005,Manchester Field-Naturalists' Society,On the record,founded,Membership and founding,1860,Grindon helped found the society and organised excursions.,"Connected people column for Manchester Field-Naturalists' Society: Leo H. Grindon / Relationships sheet, row REL-002",Confirm exact office titles across time.,https://lib-archives.ex.ac.uk/Record.aspx?id=EUL+MS+277&src=CalmView.Catalog
,NH-004,Joseph Sidebotham,member of,ORG-NH-006,Manchester Microscopical Society,On the record,member of,Membership and founding,,,Connected people column for Manchester Microscopical Society: Joseph Sidebotham,,https://www.manchestermicroscopical.org.uk/mmshist.html
,NH-008,Benjamin Carrington,member of,ORG-NH-006,Manchester Microscopical Society,On the record,member of,Membership and founding,,,Connected people column for Manchester Microscopical Society: Benjamin Carrington,,https://www.manchestermicroscopical.org.uk/mmshist.html
,GH-BRITTAIN,Thomas Brittain,member of,ORG-NH-006,Manchester Microscopical Society,On the record,member of,Membership and founding,,,Connected people column for Manchester Microscopical Society: Thomas Brittain,,https://www.manchestermicroscopical.org.uk/mmshist.html
,ORG-NH-007,Owens College / Manchester Museum natural-history structures,met at · collection held at,PL-NH-015,"Manchester Museum, Oxford Road",On the record,met at,Places and buildings,,,"Key places column for Owens College / Manchester Museum natural-history structures: Oxford Road / Connected organisations column for Manchester Museum, Oxford Road: Owens College / Manchester Museum",,https://www.manchester.ac.uk/about/history-heritage/history/buildings/museum/
,GH-BRITTEN,Harry Britten,member of,ORG-NH-008,Manchester Entomological Society,On the record,member of,Membership and founding,,,Connected people column for Manchester Entomological Society: Harry Britten and later members,,https://www.northwestinvertebrates.org.uk/document/manchester-entomological-society-annual-reports-proceedings-and-transactions-1904-1963-vols-1-to-61/
,GH-CASH,James Cash,member of,ORG-NH-009,Manchester Cryptogamic Society,Not yet confirmed,member of,Membership and founding,,,Connected people column for Manchester Cryptogamic Society: James Cash,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-008,Benjamin Carrington,member of,ORG-NH-009,Manchester Cryptogamic Society,Not yet confirmed,member of,Membership and founding,,,Connected people column for Manchester Cryptogamic Society: Benjamin Carrington,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,COL-001,Artisan botanists,part of,ORG-NH-009,Manchester Cryptogamic Society,Not yet confirmed,part of,Membership and founding,,,Connected people column for Manchester Cryptogamic Society: artisan bryologists,,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
,NH-002,John Horsefield,member of,ORG-NH-010,Manchester Society of Botanists / informal botanist network,Not yet confirmed,member of,Membership and founding,,,Connected people column for Manchester Society of Botanists / informal botanist network: John Horsefield and other artisan botanists,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-002,John Horsefield,member of,ORG-NH-011,Bury Botanical and Entomological Society,Not yet confirmed,member of,Membership and founding,,,Connected people column for Bury Botanical and Entomological Society: John Horsefield and regional naturalists,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-001,Richard Buxton,collected at,PL-NH-001,Kersal Moor,On the record,collected at,Science and collecting,,,Connected people column for Kersal Moor: Richard Buxton,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-002,John Horsefield,collected at,PL-NH-001,Kersal Moor,On the record,collected at,Science and collecting,,,Connected people column for Kersal Moor: John Horsefield,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-006,Robert Cribb,collected at,PL-NH-001,Kersal Moor,On the record,collected at,Science and collecting,,,Connected people column for Kersal Moor: Robert Cribb,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-007,R. Wood,collected at,PL-NH-001,Kersal Moor,On the record,collected at,Science and collecting,,,Connected people column for Kersal Moor: R. Wood,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,COL-001,Artisan botanists,collected at,PL-NH-001,Kersal Moor,On the record,collected at,Science and collecting,,,Connected organisations column for Kersal Moor: Prestwich botanical network,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,COL-007,Entomological collecting network,collected at,PL-NH-001,Kersal Moor,On the record,collected at,Science and collecting,,,Connected organisations column for Kersal Moor: entomological network,,https://historicengland.org.uk/listing/the-list/list-entry/1406283
,NH-002,John Horsefield,collected at,PL-NH-002,Mere Clough,On the record,collected at,Science and collecting,,,Connected people column for Mere Clough: John Horsefield,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,VM-ADD-011,Leo H. Grindon,collected at,PL-NH-002,Mere Clough,On the record,collected at,Science and collecting,,,Connected people column for Mere Clough: Leo H. Grindon,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,ORG-NH-003,Prestwich Botanical Society,collected at,PL-NH-002,Mere Clough,On the record,collected at,Science and collecting,,,Connected organisations column for Mere Clough: Prestwich Botanical Society,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,VM-ADD-011,Leo H. Grindon,collected at,PL-NH-003,Agecroft and the Irwell Valley,On the record,collected at,Science and collecting,,,Connected people column for Agecroft and the Irwell Valley: Leo H. Grindon,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,COL-001,Artisan botanists,collected at,PL-NH-003,Agecroft and the Irwell Valley,On the record,collected at,Science and collecting,,,Connected people column for Agecroft and the Irwell Valley: artisan botanists,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
,ORG-NH-005,Manchester Field-Naturalists' Society,collected at,PL-NH-003,Agecroft and the Irwell Valley,On the record,collected at,Science and collecting,,,Connected organisations column for Agecroft and the Irwell Valley: Field-Naturalists' Society,,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
